Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Summary
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,49933,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 > 2600:1901:0:5133:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,49933,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 > 2600:1901:0:5133:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,49933,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 > 2600:1901:0:5133:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,49933,Ether / IPv6 / TCP 2600:1901:0:5133:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,49933,Ether / IPv6 / TCP 2600:1901:0:5133:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,49933,Ether / IPv6 / TCP 2600:1901:0:5133:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50074,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 > 2600:1901:0:c47c:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,49933,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 > 2600:1901:0:5133:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,443,49933,Ether / IPv6 / TCP 2600:1901:0:5133:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50074,Ether / IPv6 / TCP 2600:1901:0:c47c:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50074 A
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,49933,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 > 2600:1901:0:5133:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,49933,Ether / IPv6 / TCP 2600:1901:0:5133:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A
2025-03-30 23:01:20,N/A,N/A,N/A,49917,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49917 > 2600:1901:0:92a9:::https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,49933,Ether / IPv6 / TCP 2600:1901:0:5133:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,49933,Ether / IPv6 / TCP 2600:1901:0:5133:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,49933,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 > 2600:1901:0:5133:::https A
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https A
2025-03-30 23:01:20,N/A,N/A,N/A,50097,53,Ether / IPv6 / UDP / DNS Qry b'archive.mozilla.org.'
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,443,49933,Ether / IPv6 / TCP 2600:1901:0:5133:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49933 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,49917,Ether / IPv6 / TCP 2600:1901:0:92a9:::https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:49917 A
2025-03-30 23:01:20,N/A,N/A,N/A,443,50062,Ether / IPv6 / TCP 2a04:4e42::347:https > 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
2025-03-30 23:01:20,N/A,N/A,N/A,60878,53,Ether / IPv6 / UDP / DNS Qry b'archive.mozilla.org.'
2025-03-30 23:01:20,N/A,N/A,N/A,50062,443,Ether / IPv6 / TCP 2405:201:2a:b12f:4dd9:366b:88f8:3e87:50062 > 2a04:4e42::347:https PA / Raw
